Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
69,69,1983-03-31,35-349,LAL,@,DEN,W (+6),,,12,20,.600,0,,,2,2,1.000,,,,,,,,,26,\
70,70,1983-04-01,35-350,LAL,,NYK,W (+14),,,8,18,.444,0,,,2,3,.667,,,,,,,,,18,\
71,71,1983-04-04,35-353,LAL,@,SEA,L (-10),,,9,19,.474,0,,,8,10,.800,,,,,,,,,26,\
72,72,1983-04-05,35-354,LAL,@,POR,L (-6),,,13,21,.619,0,,,2,2,1.000,,,,,,,,,28,\
73,73,1983-04-07,35-356,LAL,@,PHO,W (+9),,,13,22,.591,0,,,3,4,.750,,,8,,,,,,29,\
74,74,1983-04-08,35-357,LAL,,GSW,W (+11),,,7,11,.636,0,,,5,6,.833,,,,,,,,,19,\
75,75,1983-04-10,35-359,LAL,,PHO,L (-6),,,8,8,1.000,0,,,4,6,.667,,,,,,,,,20,\
76,76,1983-04-12,35-361,LAL,@,HOU,W (+1),,,6,10,.600,0,,,0,0,,,,,,,,,,12,\
77,77,1983-04-13,35-362,LAL,@,SAS,L (-5),,,15,23,.652,0,,,8,10,.800,,,,,,,,,38,\
78,78,1983-04-15,35-364,LAL,,SEA,W (+1),,,12,19,.632,0,,,5,7,.714,,,,,,,,,29,\
79,79,1983-04-17,36-001,LAL,,POR,L (-11),,,12,19,.632,0,,,7,7,1.000,,,10,,,,,,31,\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
1,1,1983-10-28,36-195,LAL,@,KCK,W (+10),1,34:00,11,19,.579,0,0,,3,4,.750,3,7,10,1,0,1,0,1,25,20.9\
2,2,1983-10-29,36-196,LAL,@,UTA,W (+5),1,39:00,10,16,.625,0,0,,1,2,.500,7,7,14,4,1,3,4,4,21,20.7\
3,3,1983-11-02,36-200,LAL,@,SDC,L (-4),1,31:00,5,10,.500,0,0,,4,6,.667,4,3,7,2,2,1,4,1,14,11.6\
4,4,1983-11-05,36-203,LAL,@,DAL,L (-5),1,22:00,8,15,.533,0,0,,0,0,,3,3,6,0,0,2,4,4,16,7.5\
5,5,1983-11-08,36-206,LAL,@,DEN,W (+9),1,33:00,9,16,.563,0,0,,3,4,.750,4,4,8,2,2,1,0,2,21,20.3\
6,6,1983-11-09,36-207,LAL,,DAL,W (+14),1,33:00,9,17,.529,0,0,,6,8,.750,4,9,13,5,2,2,2,0,24,25.3\
7,7,1983-11-11,36-209,LAL,,PHO,W (+14),1,31:00,5,7,.714,0,0,,2,2,1.000,1,5,6,3,2,3,3,4,12,12.9\
8,8,1983-11-13,36-211,LAL,,UTA,W (+6),1,35:00,6,19,.316,0,0,,2,5,.400,4,5,9,1,2,2,3,3,14,6.1\
9,9,1983-11-15,36-213,LAL,,MIL,W (+29),1,25:00,6,13,.462,0,0,,1,2,.500,3,7,10,2,1,1,3,1,13,9.8\
10,10,1983-11-17,36-215,LAL,,CLE,W (+13),1,26:00,5,9,.556,0,0,,7,9,.778,2,3,5,1,0,1,3,3,17,11.4\
11,11,1983-11-19,36-217,LAL,@,POR,W (+7),1,31:00,7,16,.438,0,0,,6,6,1.000,,,3,1,0,1,3,2,20,\
12,12,1983-11-22,36-220,LAL,,UTA,L (-4),1,31:00,6,10,.600,0,0,,5,8,.625,2,4,6,1,0,2,4,3,17,10.7\
13,13,1983-11-23,36-221,LAL,@,SEA,L (-8),1,36:00,8,19,.421,0,0,,3,3,1.000,2,5,7,4,2,1,2,1,19,14.9\
14,14,1983-11-25,36-223,LAL,,NJN,W (+24),1,32:00,10,14,.714,0,0,,7,10,.700,2,10,12,3,0,1,3,4,27,22.6\
15,15,1983-11-27,36-225,LAL,,CHI,W (+3),1,32:00,8,16,.500,0,0,,0,0,,1,5,6,1,3,5,1,1,16,16.0\
16,16,1983-11-29,36-227,LAL,@,GSW,W (+6),1,34:00,7,13,.538,0,0,,5,8,.625,1,6,7,3,1,0,3,0,19,14.1\
17,17,1983-12-02,36-230,LAL,,DAL,L (-15),1,25:00,9,17,.529,0,0,,1,3,.333,1,4,5,1,1,2,4,5,19,8.9\
18,18,1983-12-04,36-232,LAL,,SDC,W (+21),1,28:00,8,11,.727,0,0,,4,5,.800,4,4,8,2,0,3,1,1,20,21.2\
19,19,1983-12-08,36-236,LAL,,KCK,W (+23),1,28:00,8,13,.615,0,0,,0,0,,1,5,6,1,0,0,3,2,16,9.2\
20,20,1983-12-11,36-239,LAL,,NYK,L (-11),1,25:00,8,13,.615,0,0,,2,3,.667,1,4,5,2,1,4,2,2,18,16.0\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
21,21,1983-12-15,36-243,LAL,@,PHO,L (-10),1,29:00,4,8,.500,0,0,,7,9,.778,1,9,10,4,0,2,4,2,15,13.0\
22,22,1983-12-16,36-244,LAL,,SDC,W (+13),1,30:00,6,11,.545,0,0,,3,4,.750,2,4,6,3,2,2,1,3,15,15.2\
23,23,1983-12-18,36-246,LAL,,POR,W (+7),1,31:00,6,14,.429,0,0,,3,6,.500,1,6,7,5,1,0,2,4,15,9.8\
24,24,1983-12-20,36-248,LAL,@,SEA,W (+6),1,23:00,8,10,.800,0,0,,4,5,.800,3,4,7,1,0,0,1,5,20,16.8\
25,25,1983-12-22,36-250,LAL,@,GSW,L (-7),1,25:00,5,11,.455,0,0,,0,0,,0,3,3,1,0,0,2,4,10,2.3\
26,26,1983-12-23,36-251,LAL,,GSW,W (+7),1,26:00,9,17,.529,0,0,,2,2,1.000,2,6,8,2,0,4,3,4,20,14.5\
27,27,1983-12-25,36-253,LAL,@,POR,L (-20),1,29:00,9,13,.692,0,0,,4,4,1.000,2,6,8,2,0,1,0,2,22,21.0\
28,28,1983-12-27,36-255,LAL,,DEN,W (+2),1,32:00,5,10,.500,0,0,,3,5,.600,3,12,15,7,1,5,5,4,13,15.7\
29,29,1983-12-30,36-258,LAL,,GSW,L (-11),1,36:00,12,16,.750,0,0,,1,4,.250,3,5,8,3,1,3,5,3,25,20.0\
30,30,1984-01-03,36-262,LAL,@,NYK,L (-12),1,33:00,7,13,.538,0,0,,1,3,.333,3,7,10,5,1,0,1,3,15,14.4\
31,31,1984-01-04,36-263,LAL,@,CLE,W (+7),1,25:00,6,12,.500,0,0,,0,0,,1,6,7,1,0,1,3,4,12,5.3\
32,32,1984-01-06,36-265,LAL,,SAS,L (-7),1,40:00,8,16,.500,0,0,,8,9,.889,,,6,1,,,,4,24,\
33,33,1984-01-08,36-267,LAL,,HOU,L (-11),1,32:00,12,20,.600,0,0,,6,10,.600,3,4,7,5,0,0,4,5,30,20.0\
34,34,1984-01-10,36-269,LAL,@,HOU,W (+4),1,30:00,8,17,.471,0,0,,5,6,.833,2,1,3,2,1,2,2,6,21,13.0\
35,35,1984-01-12,36-271,LAL,@,KCK,W (+6),1,38:00,11,17,.647,0,0,,0,2,.000,0,7,7,4,2,3,3,1,22,19.3\
36,36,1984-01-13,36-272,LAL,@,DEN,W (+7),1,32:00,9,16,.563,0,0,,0,4,.000,2,11,13,2,0,1,4,2,18,10.8\
37,37,1984-01-15,36-274,LAL,,SEA,L (-11),1,40:00,7,18,.389,0,0,,6,6,1.000,5,5,10,3,1,2,5,3,20,13.5\
38,38,1984-01-17,36-276,LAL,,WSB,W (+13),1,36:00,10,11,.909,0,0,,3,5,.600,2,7,9,3,2,3,2,1,23,25.8\
39,39,1984-01-19,36-278,LAL,@,PHO,L (-15),1,32:00,9,18,.500,0,0,,4,4,1.000,1,2,3,2,0,2,3,2,22,13.3\
40,40,1984-01-21,36-280,LAL,@,SAS,L (-5),1,33:00,9,20,.450,0,0,,1,2,.500,2,3,5,3,1,2,1,4,19,12.4\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
41,41,1984-01-24,36-283,LAL,,PHO,W (+6),1,34:00,6,11,.545,0,0,,7,8,.875,2,7,9,1,0,2,2,4,19,15.3\
42,42,1984-01-26,36-285,LAL,,HOU,W (+29),1,36:00,12,23,.522,0,0,,2,2,1.000,1,9,10,1,1,2,2,2,26,18.4\
43,43,1984-01-31,36-290,LAL,,POR,W (+5),1,29:00,7,14,.500,0,0,,7,9,.778,0,5,5,4,2,4,0,5,21,20.3\
44,44,1984-02-01,36-291,LAL,@,DEN,W (+8),1,33:00,7,13,.538,0,0,,5,14,.357,4,3,7,4,0,3,2,1,19,15.3\
45,45,1984-02-03,36-293,LAL,,UTA,W (+4),1,39:00,12,25,.480,0,0,,5,8,.625,5,7,12,4,0,2,0,2,29,24.1\
46,46,1984-02-05,36-295,LAL,@,SAS,W (+12),1,38:00,11,14,.786,0,0,,5,7,.714,3,6,9,4,1,3,1,4,27,28.0\
47,47,1984-02-07,36-297,LAL,@,IND,W (+1),1,37:00,15,24,.625,0,0,,3,3,1.000,3,6,9,3,1,0,5,1,33,23.8\
48,48,1984-02-08,36-298,LAL,@,BOS,W (+2),1,39:00,12,19,.632,0,0,,3,3,1.000,1,2,3,7,1,0,2,2,27,22.9\
49,49,1984-02-10,36-300,LAL,@,WSB,L (-3),1,38:00,5,13,.385,0,0,,5,6,.833,1,7,8,2,0,4,7,0,15,7.5\
50,50,1984-02-12,36-302,LAL,,ATL,W (+21),1,32:00,10,12,.833,0,0,,6,7,.857,1,6,7,1,0,6,0,2,26,27.8\
51,51,1984-02-17,36-307,LAL,,DEN,L (-3),1,38:00,13,18,.722,0,0,,7,8,.875,5,7,12,7,1,3,2,2,33,36.0\
52,52,1984-02-18,36-308,LAL,@,SDC,W (+4),1,17:00,6,10,.600,0,0,,0,0,,0,3,3,3,0,1,1,1,12,9.7\
53,53,1984-02-21,36-311,LAL,,SEA,W (+16),1,33:00,9,13,.692,0,0,,3,4,.750,2,5,7,3,1,2,3,3,21,18.3\
54,54,1984-02-22,36-312,LAL,@,SEA,L (-7),1,39:00,5,12,.417,0,0,,5,8,.625,0,5,5,1,0,0,5,1,15,4.2\
55,55,1984-02-24,36-314,LAL,,BOS,W (+8),1,40:00,11,18,.611,0,0,,9,10,.900,2,5,7,5,1,3,4,3,31,26.7\
56,56,1984-02-26,36-316,LAL,@,PHI,W (+2),1,37:00,5,15,.333,0,0,,2,4,.500,0,5,5,1,0,1,1,3,12,3.4\
57,57,1984-02-28,36-318,LAL,@,CHI,W (+16),1,30:00,5,10,.500,0,0,,2,4,.500,1,5,6,3,0,3,0,2,12,11.8\
58,58,1984-02-29,36-319,LAL,@,NJN,L (-10),1,36:00,9,16,.563,0,0,,1,3,.333,0,8,8,3,1,1,8,3,19,7.6\
59,59,1984-03-02,36-321,LAL,@,ATL,W (+4),1,37:00,12,19,.632,0,0,,6,10,.600,6,7,13,3,0,0,2,3,30,25.1\
60,60,1984-03-04,36-323,LAL,@,DET,W (+4),1,39:00,13,16,.813,0,0,,3,4,.750,3,5,8,4,0,1,4,4,29,24.1\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
61,61,1984-03-07,36-326,LAL,,PHI,L (-8),1,39:00,14,21,.667,0,0,,1,1,1.000,2,4,6,4,0,3,5,5,29,20.4\
62,62,1984-03-09,36-328,LAL,@,DAL,W (+1),1,50:00,14,28,.500,0,0,,4,4,1.000,6,6,12,2,1,1,4,2,32,22.3\
63,63,1984-03-10,36-329,LAL,,IND,L (-12),1,34:00,10,17,.588,0,0,,5,6,.833,3,3,6,5,1,2,6,4,25,18.0\
64,64,1984-03-13,36-332,LAL,,SEA,W (+16),1,31:00,10,18,.556,0,0,,0,0,,3,6,9,3,1,3,3,3,20,16.3\
65,65,1984-03-15,36-334,LAL,,SAS,W (+19),1,34:00,11,15,.733,0,0,,4,4,1.000,1,5,6,2,2,3,1,1,26,26.2\
66,66,1984-03-17,36-336,LAL,@,HOU,W (+12),1,34:00,12,19,.632,0,0,,5,7,.714,1,6,7,2,0,2,2,2,29,22.2\
67,67,1984-03-20,36-339,LAL,@,MIL,W (+5),1,37:00,11,20,.550,0,0,,0,0,,1,4,5,3,0,2,1,0,22,16.8\
68,68,1984-03-21,36-340,LAL,@,KCK,W (+7),1,34:00,11,17,.647,0,0,,2,2,1.000,3,8,11,1,1,3,7,4,24,16.2\
69,69,1984-03-23,36-342,LAL,,DET,L (-3),1,36:00,15,22,.682,0,0,,5,6,.833,2,1,3,4,0,4,3,3,35,28.3\
70,70,1984-03-25,36-344,LAL,,SDC,W (+12),1,36:00,10,16,.625,0,1,.000,2,3,.667,0,4,4,2,1,1,1,4,22,16.1\
71,71,1984-03-28,36-347,LAL,@,SDC,L (-7),1,32:00,10,14,.714,0,0,,2,3,.667,1,2,3,0,0,0,4,4,22,11.5\
72,72,1984-03-29,36-348,LAL,,HOU,W (+6),1,35:00,6,16,.375,0,0,,9,10,.900,0,5,5,3,1,0,3,3,21,12.2\
73,73,1984-03-31,36-350,LAL,@,PHO,W (+22),1,33:00,9,17,.529,0,0,,9,10,.900,2,9,11,1,0,0,1,3,27,20.9\
74,74,1984-04-01,36-351,LAL,,GSW,W (+11),1,33:00,10,16,.625,0,0,,3,4,.750,0,6,6,3,0,2,3,5,23,15.7\
75,75,1984-04-03,36-353,LAL,@,SAS,L (-28),1,26:00,10,14,.714,0,0,,7,10,.700,3,3,6,1,0,0,2,2,27,20.9\
76,76,1984-04-05,36-355,LAL,@,UTA,W (+14),1,34:00,10,14,.714,0,0,,2,2,1.000,1,4,5,3,0,1,4,1,22,16.5\
77,77,1984-04-06,36-356,LAL,,KCK,W (+15),1,21:00,10,15,.667,0,0,,2,3,.667,2,2,4,2,3,1,3,0,22,19.2\
78,78,1984-04-10,36-360,LAL,@,GSW,L (-2),1,35:00,11,18,.611,0,0,,6,8,.750,3,4,7,0,0,1,2,3,28,19.8\
79,79,1984-04-11,36-361,LAL,,POR,W (+13),1,29:00,9,12,.750,0,0,,6,9,.667,1,1,2,4,0,2,3,2,24,19.4\
80,80,1984-04-13,36-363,LAL,,DAL,L (-1),1,35:00,15,23,.652,0,0,,2,2,1.000,5,6,11,3,0,0,3,2,32,25.5\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
1,1,1984-10-27,37-194,LAL,@,SAS,L (-1),1,31:00,6,14,.429,0,0,,3,4,.750,0,7,7,1,1,3,1,3,15,10.9\
2,2,1984-10-28,37-195,LAL,@,DAL,L (-11),1,37:00,9,14,.643,0,0,,2,6,.333,2,7,9,6,3,2,4,4,20,18.7\
3,3,1984-10-30,37-197,LAL,,GSW,W (+34),1,28:00,6,10,.600,0,0,,5,6,.833,2,7,9,4,0,2,2,0,17,17.7\
4,4,1984-11-01,37-199,LAL,@,SEA,L (-2),1,38:00,8,15,.533,0,0,,8,10,.800,1,8,9,4,1,1,4,3,24,18.3\
5,5,1984-11-02,37-200,LAL,,SAS,W (+19),1,31:00,8,10,.800,0,0,,0,0,,1,7,8,4,0,3,1,3,16,17.7\
6,6,1984-11-04,37-202,LAL,,POR,W (+8),1,36:00,11,13,.846,0,0,,3,5,.600,2,6,8,5,1,1,2,4,25,24.3\
7,7,1984-11-06,37-204,LAL,,DEN,L (-16),1,31:00,6,10,.600,0,0,,4,4,1.000,1,3,4,3,0,3,1,1,16,15.8\
8,8,1984-11-08,37-206,LAL,@,GSW,L (-16),1,36:00,9,17,.529,0,0,,2,4,.500,1,5,6,1,0,3,5,2,20,10.1\
9,9,1984-11-09,37-207,LAL,@,POR,W (+4),1,31:00,9,16,.563,0,0,,6,6,1.000,3,4,7,2,0,2,1,5,24,19.5\
10,10,1984-11-11,37-209,LAL,,NJN,W (+10),1,24:00,6,10,.600,0,0,,2,2,1.000,0,2,2,6,2,1,3,5,14,11.9\
11,11,1984-11-16,37-214,LAL,,KCK,W (+12),1,30:00,13,15,.867,0,0,,4,4,1.000,3,6,9,3,1,2,4,1,30,28.7\
12,12,1984-11-18,37-216,LAL,,MIL,W (+7),1,38:00,8,12,.667,0,0,,4,6,.667,1,6,7,0,2,1,2,3,20,16.0\
13,13,1984-11-20,37-218,LAL,,PHO,W (+22),1,21:00,5,8,.625,0,0,,0,0,,2,4,6,1,1,1,1,4,10,8.8\
14,14,1984-11-21,37-219,LAL,@,PHO,W (+5),1,33:00,6,21,.286,0,0,,3,3,1.000,4,5,9,4,1,1,3,3,15,7.3\
15,15,1984-11-24,37-222,LAL,@,LAC,W (+5),1,37:00,5,11,.455,0,0,,2,2,1.000,2,9,11,2,0,7,4,4,12,11.1\
16,16,1984-11-25,37-223,LAL,,SEA,L (-11),1,38:00,8,16,.500,0,0,,7,8,.875,5,9,14,3,0,2,5,2,23,18.5\
17,17,1984-11-28,37-226,LAL,@,UTA,W (+5),1,37:00,9,16,.563,0,0,,6,6,1.000,5,3,8,3,1,3,3,4,24,21.4\
18,18,1984-11-30,37-228,LAL,,KCK,W (+9),1,26:00,7,12,.583,0,0,,4,4,1.000,2,4,6,2,0,2,1,2,18,16.0\
19,19,1984-12-02,37-230,LAL,,CHI,L (-1),1,37:00,12,19,.632,0,0,,8,9,.889,2,2,4,5,0,8,3,2,32,30.4\
20,20,1984-12-04,37-232,LAL,@,CLE,W (+4),1,38:00,13,23,.565,0,0,,5,5,1.000,5,8,13,0,0,5,2,3,31,26.3\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
21,21,1984-12-05,37-233,LAL,@,NJN,W (+11),1,34:00,9,16,.563,0,0,,2,4,.500,0,6,6,5,2,4,3,3,20,17.5\
22,22,1984-12-07,37-235,LAL,@,PHI,L (-6),1,39:00,12,23,.522,0,0,,0,2,.000,3,5,8,0,1,4,2,3,24,16.1\
23,23,1984-12-08,37-236,LAL,@,WSB,L (-3),1,37:00,7,14,.500,0,0,,3,4,.750,4,5,9,3,0,0,4,3,17,10.8\
24,24,1984-12-12,37-240,LAL,,GSW,W (+24),1,21:00,7,8,.875,0,0,,1,3,.333,1,8,9,1,0,0,2,3,15,12.0\
25,25,1984-12-13,37-241,LAL,@,SEA,L (-2),1,41:00,14,22,.636,0,0,,6,9,.667,7,4,11,3,0,3,4,3,34,28.1\
26,26,1984-12-16,37-244,LAL,,WSB,W (+8),1,36:00,8,13,.615,0,0,,1,1,1.000,2,7,9,4,0,0,1,1,17,16.0\
27,27,1984-12-18,37-246,LAL,@,ATL,W (+1),1,27:00,9,18,.500,0,0,,2,2,1.000,4,4,8,1,0,1,3,5,20,11.4\
28,28,1984-12-19,37-247,LAL,@,HOU,W (+7),1,38:00,14,22,.636,0,0,,4,5,.800,3,4,7,5,2,1,2,4,32,27.7\
29,29,1984-12-21,37-249,LAL,,PHO,W (+14),1,40:00,10,18,.556,0,0,,0,0,,2,9,11,5,1,2,2,1,20,19.0\
30,30,1984-12-26,37-254,LAL,,SEA,W (+4),1,35:00,10,19,.526,0,0,,4,5,.800,5,4,9,4,3,0,3,6,24,19.4\
31,31,1984-12-28,37-256,LAL,@,DEN,W (+12),1,32:00,15,22,.682,0,0,,3,3,1.000,3,4,7,4,1,2,3,4,33,27.5\
32,32,1984-12-29,37-257,LAL,,LAC,W (+6),1,34:00,8,16,.500,0,1,.000,4,4,1.000,1,5,6,4,0,2,3,5,20,13.4\
33,33,1985-01-04,37-263,LAL,,POR,W (+25),1,28:00,12,18,.667,0,0,,4,6,.667,4,7,11,4,0,2,3,1,28,25.1\
34,34,1985-01-06,37-265,LAL,,SAS,W (+1),1,40:00,11,20,.550,0,0,,6,9,.667,0,11,11,4,2,1,4,2,28,21.2\
35,35,1985-01-08,37-267,LAL,,DEN,L (-2),1,37:00,15,22,.682,0,0,,5,7,.714,6,6,12,6,0,6,2,3,35,36.0\
36,36,1985-01-10,37-269,LAL,,UTA,W (+8),1,18:00,4,8,.500,0,0,,2,2,1.000,1,1,2,0,0,0,1,5,10,4.0\
37,37,1985-01-11,37-270,LAL,@,DAL,W (+19),1,33:00,13,17,.765,0,0,,4,5,.800,2,9,11,4,1,0,3,4,30,26.2\
38,38,1985-01-13,37-272,LAL,@,DET,L (-23),1,33:00,6,12,.500,0,0,,2,2,1.000,1,12,13,3,0,3,4,2,14,11.7\
39,39,1985-01-15,37-274,LAL,@,MIL,L (-10),1,41:00,7,15,.467,0,0,,4,5,.800,1,7,8,6,0,1,0,3,18,16.4\
40,40,1985-01-16,37-275,LAL,@,BOS,L (-2),1,41:00,12,19,.632,0,0,,9,11,.818,2,5,7,4,0,0,3,3,33,25.2\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
41,41,1985-01-18,37-277,LAL,,DAL,W (+18),1,28:00,8,11,.727,0,0,,1,1,1.000,0,2,2,3,0,0,3,1,17,11.8\
42,42,1985-01-19,37-278,LAL,@,GSW,W (+30),1,29:00,9,12,.750,0,0,,4,8,.500,1,3,4,2,1,4,2,3,22,19.2\
43,43,1985-01-22,37-281,LAL,,LAC,W (+9),1,31:00,8,14,.571,0,0,,7,8,.875,3,5,8,2,4,0,1,3,23,22.8\
44,44,1985-01-25,37-284,LAL,,PHI,W (+5),1,41:00,9,19,.474,0,0,,5,7,.714,1,8,9,1,1,4,4,5,23,14.1\
45,45,1985-01-26,37-285,LAL,@,UTA,L (-13),1,39:00,9,13,.692,0,0,,1,2,.500,2,4,6,4,0,1,5,1,19,13.8\
46,46,1985-01-29,37-288,LAL,@,POR,W (+16),1,36:00,11,15,.733,0,0,,7,7,1.000,4,9,13,5,1,0,3,5,29,27.9\
47,47,1985-01-30,37-289,LAL,,HOU,L (-3),1,39:00,14,20,.700,0,0,,6,6,1.000,2,7,9,4,3,2,2,4,34,32.7\
48,48,1985-02-01,37-291,LAL,,NYK,W (+1),1,41:00,11,23,.478,0,0,,4,12,.333,5,8,13,3,0,2,4,2,26,15.7\
49,49,1985-02-02,37-292,LAL,@,LAC,W (+9),1,36:00,6,17,.353,0,0,,4,6,.667,4,10,14,4,0,4,2,3,16,13.9\
50,50,1985-02-03,37-293,LAL,,IND,W (+22),1,31:00,8,13,.615,0,0,,1,2,.500,1,4,5,6,0,5,0,3,17,19.1\
51,51,1985-02-05,37-295,LAL,@,HOU,W (+9),1,41:00,16,29,.552,0,0,,8,9,.889,2,6,8,3,1,0,2,1,40,29.6\
52,52,1985-02-12,37-302,LAL,,LAC,W (+11),1,26:00,10,14,.714,0,0,,2,5,.400,4,3,7,2,0,2,2,0,22,19.5\
53,53,1985-02-15,37-305,LAL,,ATL,W (+9),1,36:00,5,10,.500,0,0,,3,6,.500,0,4,4,2,1,2,2,2,13,9.0\
54,54,1985-02-17,37-307,LAL,,BOS,W (+6),1,40:00,7,14,.500,0,0,,6,10,.600,0,4,4,5,1,1,5,4,20,11.2\
55,55,1985-02-19,37-309,LAL,@,CHI,W (+10),1,40:00,11,17,.647,0,0,,5,9,.556,1,8,9,6,1,3,2,4,27,24.7\
56,56,1985-02-21,37-311,LAL,@,KCK,W (+6),1,35:00,7,12,.583,0,0,,9,10,.900,3,2,5,1,0,4,2,2,23,20.4\
57,57,1985-02-22,37-312,LAL,@,IND,L (-9),1,31:00,10,14,.714,0,0,,8,15,.533,0,7,7,1,0,3,4,6,28,17.9\
58,58,1985-02-24,37-314,LAL,@,NYK,W (+5),1,35:00,16,22,.727,0,0,,7,10,.700,4,6,10,3,1,1,2,5,39,33.2\
59,59,1985-02-26,37-316,LAL,,HOU,W (+6),1,33:00,8,16,.500,0,0,,3,4,.750,3,5,8,4,1,3,4,5,19,14.1\
60,60,1985-02-28,37-318,LAL,@,PHO,L (-12),1,27:00,5,15,.333,0,0,,3,5,.600,2,2,4,2,2,1,1,3,13,7.6\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
61,61,1985-03-02,37-320,LAL,@,DAL,W (+19),1,30:00,11,17,.647,0,0,,3,3,1.000,2,10,12,2,2,4,3,1,25,24.7\
62,62,1985-03-06,37-324,LAL,,GSW,W (+26),1,29:00,10,14,.714,0,0,,3,7,.429,1,4,5,2,1,3,1,1,23,20.6\
63,63,1985-03-09,37-327,LAL,,CLE,W (+27),1,25:00,8,10,.800,0,0,,0,0,,1,8,9,1,1,4,1,4,16,17.2\
64,64,1985-03-12,37-330,LAL,,UTA,W (+15),1,29:00,5,6,.833,0,0,,0,0,,1,6,7,1,2,4,1,3,10,13.6\
65,65,1985-03-13,37-331,LAL,@,UTA,W (+15),1,36:00,9,16,.563,0,0,,9,13,.692,3,7,10,3,2,0,4,4,27,20.5\
66,66,1985-03-15,37-333,LAL,,SAS,W (+1),1,29:00,7,12,.583,0,0,,2,2,1.000,2,4,6,3,0,1,2,4,16,12.2\
67,67,1985-03-16,37-334,LAL,@,LAC,W (+11),1,29:00,6,10,.600,0,0,,4,5,.800,0,9,9,2,0,0,1,4,16,12.5\
68,68,1985-03-19,37-337,LAL,@,PHO,W (+18),1,34:00,12,17,.706,0,0,,2,3,.667,2,6,8,1,0,2,2,3,26,20.6\
69,69,1985-03-22,37-340,LAL,@,HOU,W (+23),1,36:00,13,17,.765,0,0,,4,4,1.000,2,6,8,6,0,2,5,2,30,26.3\
70,70,1985-03-24,37-342,LAL,,DET,W (+18),1,33:00,15,19,.789,0,0,,0,2,.000,1,4,5,5,0,2,1,3,30,26.5\
71,71,1985-03-26,37-344,LAL,@,POR,L (-3),1,30:00,6,16,.375,0,0,,4,6,.667,1,6,7,4,0,0,5,5,16,4.7\
72,72,1985-03-27,37-345,LAL,@,SEA,W (+25),1,28:00,9,12,.750,0,0,,3,5,.600,1,5,6,2,1,0,1,3,21,17.8\
73,73,1985-03-29,37-347,LAL,,DAL,W (+5),1,37:00,10,17,.588,0,0,,2,2,1.000,2,6,8,2,1,3,4,3,22,16.6\
74,74,1985-03-31,37-349,LAL,,PHO,W (+25),1,26:00,9,14,.643,0,0,,2,3,.667,1,4,5,4,3,1,2,1,20,19.4\
75,75,1985-04-02,37-351,LAL,@,DEN,W (+14),1,35:00,9,17,.529,0,0,,2,2,1.000,2,11,13,3,1,1,1,2,20,18.4\
76,76,1985-04-05,37-354,LAL,,KCK,W (+7),1,30:00,9,13,.692,0,0,,2,3,.667,1,4,5,4,2,1,1,2,20,19.7\
77,77,1985-04-07,37-356,LAL,,POR,W (+2),1,32:00,8,14,.571,0,0,,5,6,.833,2,6,8,4,0,3,3,6,21,16.7\
78,78,1985-04-09,37-358,LAL,,DEN,W (+29),1,23:00,5,8,.625,0,0,,2,2,1.000,0,6,6,1,0,2,1,0,12,11.3\
79,79,1985-04-11,37-360,LAL,@,GSW,W (+7),1,32:00,7,14,.500,0,0,,2,2,1.000,0,5,5,5,0,2,3,4,16,10.8\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
